문제 번호,제목,맞춘사람,제출,정답률,URL
1532,동전 교환,102,871,19.5%,https://www.acmicpc.net/problem/1532
1559,놀라운 미로,87,731,19.5%,https://www.acmicpc.net/problem/1559
1280,나무 심기,1585,11851,19.4%,https://www.acmicpc.net/problem/1280
1792,공약수,248,2227,19.4%,https://www.acmicpc.net/problem/1792
1353,합과 곱,399,2892,19.4%,https://www.acmicpc.net/problem/1353
1570,오세준,77,493,19.2%,https://www.acmicpc.net/problem/1570
1095,마법의 구슬,232,1923,19.2%,https://www.acmicpc.net/problem/1095
1325,효율적인 해킹,11682,111404,19.0%,https://www.acmicpc.net/problem/1325
1219,오민식의 고민,2472,18627,19.0%,https://www.acmicpc.net/problem/1219
1128,피보나치 냅색,101,1008,18.9%,https://www.acmicpc.net/problem/1128
1848,동굴 탐험,270,2382,18.9%,https://www.acmicpc.net/problem/1848
1228,전쟁,28,269,18.9%,https://www.acmicpc.net/problem/1228
1190,골 세레모니,7,133,18.9%,https://www.acmicpc.net/problem/1190
1424,새 앨범,170,1728,18.9%,https://www.acmicpc.net/problem/1424
1610,프로게이머 영식,3,173,18.8%,https://www.acmicpc.net/problem/1610
1345,등차수열,118,994,18.5%,https://www.acmicpc.net/problem/1345
1370,전쟁 - 화계가 아닌 수계,5,95,18.5%,https://www.acmicpc.net/problem/1370
1191,게임,14,181,18.4%,https://www.acmicpc.net/problem/1191
1415,사탕,561,4493,18.3%,https://www.acmicpc.net/problem/1415
1842,게임하기,45,360,18.3%,https://www.acmicpc.net/problem/1842
1122,뒤집기,90,935,18.2%,https://www.acmicpc.net/problem/1122
1738,골목길,1080,9380,18.2%,https://www.acmicpc.net/problem/1738
1886,프리즌 브레이크,108,801,17.9%,https://www.acmicpc.net/problem/1886
1872,로마 숫자,37,329,17.7%,https://www.acmicpc.net/problem/1872
1909,냄새 싫어,90,743,17.6%,https://www.acmicpc.net/problem/1909
1608,스타 대회,43,461,17.5%,https://www.acmicpc.net/problem/1608
1454,세비 게임,4,61,17.4%,https://www.acmicpc.net/problem/1454
1336,수열의 개수 NKD,25,199,17.4%,https://www.acmicpc.net/problem/1336
1858,기울기가 가장 큰 두 점,138,1320,17.1%,https://www.acmicpc.net/problem/1858
1125,바닥 장식,48,445,17.1%,https://www.acmicpc.net/problem/1125
1044,팀 선발,323,2772,17.1%,https://www.acmicpc.net/problem/1044
1428,다각형의 개수,8,76,17.0%,https://www.acmicpc.net/problem/1428
1625,조명기구,10,221,16.9%,https://www.acmicpc.net/problem/1625
1206,사람의 수,353,3654,16.7%,https://www.acmicpc.net/problem/1206
1084,방 번호 2,112,1195,16.7%,https://www.acmicpc.net/problem/1084
1651,숌 코드,2,913,16.7%,https://www.acmicpc.net/problem/1651
1632,Line Fighter,7,130,16.7%,https://www.acmicpc.net/problem/1632
1381,요구르트의 유통기한,39,349,16.6%,https://www.acmicpc.net/problem/1381
1488,숌트링,66,521,16.6%,https://www.acmicpc.net/problem/1488
1372,단어 합치기,53,387,16.5%,https://www.acmicpc.net/problem/1372
1830,거리,48,368,16.4%,https://www.acmicpc.net/problem/1830
1061,삼각형,80,1074,16.4%,https://www.acmicpc.net/problem/1061
1616,드럼통 메시지,127,1050,16.4%,https://www.acmicpc.net/problem/1616
1499,뒤집기 수열,34,400,16.3%,https://www.acmicpc.net/problem/1499
1329,증가 수열,29,457,15.8%,https://www.acmicpc.net/problem/1329
1223,마법의 돌,3,322,15.8%,https://www.acmicpc.net/problem/1223
1683,책장 맨 윗칸,9,60,15.8%,https://www.acmicpc.net/problem/1683
1299,전쟁 - 탈출편2,16,300,15.7%,https://www.acmicpc.net/problem/1299
1078,뒤집음,151,2213,15.7%,https://www.acmicpc.net/problem/1078
1832,카우보이,12,136,15.4%,https://www.acmicpc.net/problem/1832
1140,요금,42,1111,15.3%,https://www.acmicpc.net/problem/1140
1626,두 번째로 작은 스패닝 트리,748,9098,15.1%,https://www.acmicpc.net/problem/1626
1314,동굴 탐험,28,207,15.1%,https://www.acmicpc.net/problem/1314
1685,숫자놀이 2,18,299,15.1%,https://www.acmicpc.net/problem/1685
1050,물약,321,3547,15.1%,https://www.acmicpc.net/problem/1050
1618,구역 나누기,9,156,14.8%,https://www.acmicpc.net/problem/1618
1591,수열 복원,140,1804,14.6%,https://www.acmicpc.net/problem/1591
1335,여섯 쌍 서로소,7,76,14.6%,https://www.acmicpc.net/problem/1335
1733,등번호,104,2355,14.5%,https://www.acmicpc.net/problem/1733
1873,색종이 자르기,16,367,13.9%,https://www.acmicpc.net/problem/1873
1164,가리기,43,711,13.8%,https://www.acmicpc.net/problem/1164
1199,오일러 회로,688,13491,13.0%,https://www.acmicpc.net/problem/1199
1470,올림픽 게임,45,777,13.0%,https://www.acmicpc.net/problem/1470
1130,종이 레이싱,12,200,12.8%,https://www.acmicpc.net/problem/1130
1656,덜컹덜컹,33,300,12.6%,https://www.acmicpc.net/problem/1656
1104,패턴,52,563,12.3%,https://www.acmicpc.net/problem/1104
1376,민식우선탐색,147,2052,12.3%,https://www.acmicpc.net/problem/1376
1317,그룹 단어,24,364,11.9%,https://www.acmicpc.net/problem/1317
1589,레이저,2,26,11.1%,https://www.acmicpc.net/problem/1589
1207,종이 자르기,68,887,10.9%,https://www.acmicpc.net/problem/1207
1675,팬더 밥주기,8,121,10.8%,https://www.acmicpc.net/problem/1675
1196,잭 바우어,82,1407,10.6%,https://www.acmicpc.net/problem/1196
1779,Text Formalization,11,273,10.2%,https://www.acmicpc.net/problem/1779
1338,알 수 없는 번호,214,3938,9.9%,https://www.acmicpc.net/problem/1338
1287,할 수 있다,133,4674,9.7%,https://www.acmicpc.net/problem/1287
1710,Flattening Tables,7,106,9.5%,https://www.acmicpc.net/problem/1710
1775,ASCII Labyrinth,5,60,9.3%,https://www.acmicpc.net/problem/1775
1274,커피숍1,43,1495,9.1%,https://www.acmicpc.net/problem/1274
1203,게임,11,338,8.1%,https://www.acmicpc.net/problem/1203
1295,평면도,5,104,8.1%,https://www.acmicpc.net/problem/1295
1221,가까운 점,26,553,7.6%,https://www.acmicpc.net/problem/1221
1973,버스 노선,2,86,7.1%,https://www.acmicpc.net/problem/1973
1776,깜짝 선물,3,59,6.8%,https://www.acmicpc.net/problem/1776
1386,f와 g,10,403,6.5%,https://www.acmicpc.net/problem/1386
1397,인화철도 구구칠,5,214,5.4%,https://www.acmicpc.net/problem/1397
1266,일어나!,7,1631,5.0%,https://www.acmicpc.net/problem/1266
1378,증가 수열,4,159,4.7%,https://www.acmicpc.net/problem/1378
1250,색칠된 공들,18,2211,2.4%,https://www.acmicpc.net/problem/1250
1861,경로 찾기,0,196,0.0%,https://www.acmicpc.net/problem/1861
